epoch,val_r,premix.alpha_min,premix.alpha_mean,premix.alpha_max,focal1_conv.alpha_min,focal1_conv.alpha_mean,focal1_conv.alpha_max,focal_mid.0.conv.alpha_min,focal_mid.0.conv.alpha_mean,focal_mid.0.conv.alpha_max,focal_last.conv.alpha_min,focal_last.conv.alpha_mean,focal_last.conv.alpha_max,focal_last.shortcut.alpha_min,focal_last.shortcut.alpha_mean,focal_last.shortcut.alpha_max,dw_gate.alpha_min,dw_gate.alpha_mean,dw_gate.alpha_max,bneck_g.alpha_min,bneck_g.alpha_mean,bneck_g.alpha_max,expand1.conv.alpha_min,expand1.conv.alpha_mean,expand1.conv.alpha_max,expand1.shortcut.alpha_min,expand1.shortcut.alpha_mean,expand1.shortcut.alpha_max,expand2.conv.alpha_min,expand2.conv.alpha_mean,expand2.conv.alpha_max,expand2.shortcut.alpha_min,expand2.shortcut.alpha_mean,expand2.shortcut.alpha_max,expand3.conv.alpha_min,expand3.conv.alpha_mean,expand3.conv.alpha_max,expand3.shortcut.alpha_min,expand3.shortcut.alpha_mean,expand3.shortcut.alpha_max
2,0.000000,5.894145e-02,7.243125e-02,8.937460e-02,3.453324e-02,4.223605e-02,4.889537e-02,1.196815e-02,1.323535e-02,1.458230e-02,1.026552e-02,1.116859e-02,1.206252e-02,2.541149e-02,2.958289e-02,3.292051e-02,4.380387e-02,1.981580e-01,3.380518e-01,2.545030e-02,2.935855e-02,3.210337e-02,2.005791e-02,2.221161e-02,2.498419e-02,4.350455e-02,5.838635e-02,7.675125e-02,1.194556e-02,1.323108e-02,1.429730e-02,2.570668e-02,2.982277e-02,3.342751e-02,1.559068e-02,1.706332e-02,1.832910e-02,2.561269e-02,2.916197e-02,3.356770e-02
